dt,sigma_x,sigma_y,sigma_z,z
0.0005,6757.4555868307425,6753.56447460502,10000.000025979309,400
0.001,6644.768372018019,6649.0446185962965,10000.000025806214,400
0.005,6495.871235462296,6494.430148689231,10000.00002549228,400
0.01,6453.709623894335,6479.567589534974,10000.000025455643,400
0.09999999999999999,6656.796358168508,6221.845953986383,10000.000025111829,400
0.5,7749.6323327949995,4951.509833000893,10000.000026057038,400
1.0,7035.148305998052,6137.229283848899,10000.000027324266,400
9.999999999999999e-05,6998.067269970114,6997.935758081503,10000.000026777625,425
0.0005,6841.2319343748595,6839.854235245952,10000.000026597105,425
0.001,6755.088423148468,6756.623400373138,10000.000026486918,425
0.005,6633.3816583790995,6617.31766614693,10000.000026235917,425
0.01,6582.982326067435,6618.715178015961,10000.00002628345,425
0.09999999999999999,5750.44061565766,7306.830372837315,10000.000027145155,425
0.5,5005.446407886229,8011.502850644864,10000.00002399312,425
1.0,6569.1462586189755,7098.914299652551,10000.000027242986,425
9.999999999999999e-05,7019.028386175597,7018.0018812169255,10000.000027195167,450
0.0005,6906.1306093741805,6897.232210577033,10000.000027079403,450
0.001,6838.01954381084,6835.0289557177275,10000.000027014223,450
0.005,6728.645301295988,6736.715174368728,10000.000026895474,450
0.01,6712.412724533903,6713.555093341511,10000.00002689013,450
0.09999999999999999,6893.835018628777,6499.018956453513,10000.000026265145,450
0.5,7666.281896518509,5839.254642135793,10000.000027007969,450
1.0,5993.509931668837,7968.817051261947,10000.000027570259,450
9.999999999999999e-05,7033.008911903071,7032.388297456752,10000.000027530905,475
0.0005,6944.074142723526,6946.9755599215,10000.000027452488,475
0.001,6899.044620816385,6892.395583305394,10000.000027410995,475
0.005,6822.0284856841245,6806.645272925898,10000.00002733628,475
0.01,6745.433628573979,6850.94435494636,10000.000027278715,475
0.09999999999999999,6130.353526918527,7387.065507685873,10000.000026720862,475
0.5,4677.75881036208,8496.443344267986,10000.000028895658,475
1.0,9374.227689786361,2809.2959391930235,10000.000030062614,475
